municipio,ano,target,cdd_6,cdd_9,prcptot_2,prcptot_3,precomediocafe,tnn_5,tnn_6,tnn_7,tnn_8,txx_11,txx_12,wd30_12,wd30_3,wd30_9,tmin2_8,wd30_11,txx_10,txx_9,txx_3,cdd_7,frost_8,wd30_2,prcptot_10,cdd_5,wd30_10,tmin2_6,prcptot_12,cdd_8,tmin2_7
Baependi,2020,1.67948717948718,22.0,17.0,144.81,49.31,110.44833333333334,2.92,7.23,3.55,6.47,34.36,32.13,12.0,8.0,16.0,0.0,6.0,33.72,35.09,31.46,15.0,0.0,7.0,24.25,11.0,20.0,0.0,221.81,30.0,0.0
Baependi,2021,1.079646017699115,19.0,18.0,31.44,99.44,114.73333333333332,5.76,5.3,6.3,3.17,32.71,31.58,9.0,11.0,20.0,0.0,10.0,35.34,35.48,31.73,30.0,0.0,9.0,129.94,30.0,12.0,0.0,106.94,12.0,0.0
Baependi,2022,1.079558011049724,20.0,14.0,99.81,210.0,218.93666666666664,3.41,6.13,1.71,3.73,31.8,29.84,0.0,15.0,15.0,0.0,5.0,30.76,35.86,32.02,16.0,0.0,5.0,251.38,16.0,2.0,0.0,36.12,26.0,1.0
Bandeira_do_Sul,2012,1.44,18.0,13.0,94.62,85.25,255.14083333333332,7.36,-0.19,0.26,-1.84,29.25,29.27,0.0,1.0,9.0,1.0,0.0,32.45,33.45,31.11,16.0,1.0,2.0,156.62,9.0,6.0,3.0,94.94,17.0,1.0
Bandeira_do_Sul,2013,1.32,9.0,18.0,91.88,137.69,172.1825,7.31,8.57,3.51,7.14,31.41,30.59,5.0,0.0,4.0,0.0,2.0,33.52,31.48,29.03,23.0,0.0,0.0,57.94,16.0,8.0,0.0,106.88,16.0,0.0
Bandeira_do_Sul,2014,1.32,12.0,6.0,113.81,102.44,137.595,8.33,8.14,2.79,5.2,31.92,31.1,4.0,2.0,2.0,0.0,3.0,29.48,30.72,30.31,17.0,0.0,15.0,125.81,14.0,0.0,0.0,91.69,16.0,0.0
Bandeira_do_Sul,2015,1.26,18.0,6.0,156.0,129.44,168.48333333333332,9.55,5.86,5.63,5.34,30.74,32.54,4.0,0.0,4.0,0.0,1.0,35.25,31.21,29.96,7.0,0.0,3.0,44.75,9.0,11.0,0.0,84.25,17.0,0.0
Bandeira_do_Sul,2016,1.5,15.0,13.0,287.31,188.62,129.3216666666667,6.2,6.87,8.53,8.57,31.2,29.77,0.0,1.0,11.0,0.0,5.0,33.81,33.33,30.3,6.0,0.0,5.0,81.31,6.0,11.0,0.0,152.94,26.0,0.0
Bandeira_do_Sul,2017,1.762987012987013,23.0,13.0,87.25,125.19,155.69750000000002,11.01,3.34,2.31,5.4,29.55,30.93,5.0,0.0,6.0,0.0,0.0,32.96,31.56,29.89,15.0,0.0,3.0,116.0,7.0,4.0,0.0,198.5,8.0,0.0
Bandeira_do_Sul,2018,1.8,10.0,28.0,158.56,102.12,139.60083333333333,4.35,5.51,6.47,6.29,29.4,30.66,3.0,2.0,3.0,0.0,0.0,32.86,30.72,30.3,31.0,0.0,1.0,125.62,12.0,10.0,0.0,122.88,13.0,0.0
Bandeira_do_Sul,2019,1.5,17.0,10.0,139.0,92.69,109.61,7.98,9.4,4.17,5.48,29.65,31.84,10.0,0.0,2.0,0.0,0.0,30.65,32.48,29.5,31.0,0.0,5.0,203.62,24.0,3.0,0.0,39.41,12.0,0.0
Bandeira_do_Sul,2020,1.5,23.0,14.0,147.94,45.88,110.44833333333334,2.57,6.18,0.91,6.5,31.5,30.96,5.0,2.0,11.0,0.0,1.0,32.72,33.23,30.23,15.0,0.0,2.0,15.94,11.0,10.0,0.0,208.75,30.0,1.0
Bandeira_do_Sul,2021,1.801169590643275,19.0,18.0,37.56,98.31,114.73333333333332,4.99,5.09,3.95,3.88,33.89,31.13,5.0,7.0,19.0,0.0,8.0,35.39,34.74,31.07,30.0,0.0,5.0,129.56,30.0,11.0,0.0,96.56,13.0,0.0
Bandeira_do_Sul,2022,1.110344827586207,20.0,8.0,91.0,209.81,218.93666666666664,1.2,2.31,-0.24,6.45,31.76,30.37,3.0,9.0,21.0,0.0,7.0,33.16,35.51,31.42,16.0,0.0,11.0,243.0,16.0,4.0,0.0,49.44,26.0,2.0
Borda_da_Mata,2012,1.2,15.0,12.0,125.38,85.25,255.14083333333332,6.71,1.46,3.21,0.79,30.18,30.23,2.0,3.0,10.0,1.0,1.0,32.38,32.9,31.72,16.0,0.0,7.0,227.69,11.0,5.0,1.0,112.62,15.0,0.0
Borda_da_Mata,2013,1.2,11.0,19.0,164.06,209.38,172.1825,7.08,8.35,4.04,6.95,33.24,31.61,12.0,6.0,13.0,0.0,4.0,34.27,32.57,30.67,14.0,0.0,9.0,104.5,8.0,14.0,0.0,161.75,16.0,0.0
Borda_da_Mata,2014,0.78,12.0,7.0,207.56,138.81,137.595,9.38,9.66,4.59,4.24,32.01,32.56,5.0,6.0,4.0,0.0,4.0,32.23,31.9,31.02,18.0,0.0,17.0,178.88,14.0,6.0,0.0,103.88,31.0,0.0
Borda_da_Mata,2015,1.2,13.0,6.0,143.31,27.75,168.48333333333332,9.92,7.41,5.71,8.1,31.58,32.57,7.0,0.0,9.0,0.0,6.0,35.69,31.98,29.62,7.0,0.0,5.0,70.12,9.0,14.0,0.0,117.81,12.0,0.0
Borda_da_Mata,2016,1.8,15.0,14.0,229.0,64.5,129.3216666666667,6.09,7.49,9.32,9.21,33.52,30.98,9.0,1.0,13.0,0.0,6.0,35.34,34.03,30.11,6.0,0.0,14.0,85.81,6.0,16.0,0.0,173.94,31.0,0.0
Borda_da_Mata,2017,1.673805601317957,23.0,10.0,108.69,193.19,155.69750000000002,11.94,2.85,2.85,5.21,30.26,33.15,10.0,3.0,6.0,0.0,3.0,33.39,32.05,31.49,15.0,0.0,10.0,51.69,9.0,5.0,0.0,159.0,8.0,0.0
Borda_da_Mata,2018,1.8,10.0,16.0,177.44,148.0,139.60083333333333,5.19,7.19,6.54,7.91,29.51,30.69,2.0,9.0,6.0,0.0,0.0,33.03,32.2,32.29,31.0,0.0,3.0,153.0,12.0,10.0,0.0,188.69,13.0,0.0
Borda_da_Mata,2019,1.560655737704918,17.0,10.0,132.44,107.0,109.61,8.45,10.84,5.46,5.7,30.75,32.72,14.0,3.0,8.0,0.0,6.0,31.84,33.22,30.83,31.0,0.0,7.0,384.38,8.0,5.0,0.0,44.12,11.0,0.0
Borda_da_Mata,2020,1.62,22.0,17.0,204.94,43.19,110.44833333333334,4.21,7.55,3.37,8.0,33.26,32.02,11.0,7.0,13.0,0.0,8.0,33.97,34.13,31.28,15.0,0.0,4.0,26.5,11.0,16.0,0.0,229.19,23.0,0.0
Borda_da_Mata,2021,1.2,19.0,18.0,67.75,118.38,114.73333333333332,6.93,7.42,5.25,5.26,34.17,31.27,5.0,11.0,20.0,0.0,12.0,36.54,35.65,31.78,28.0,0.0,9.0,155.06,21.0,12.0,0.0,99.69,12.0,0.0
Borda_da_Mata,2022,1.2,20.0,9.0,108.75,119.0,218.93666666666664,2.86,2.93,0.83,5.68,32.79,31.01,7.0,12.0,18.0,0.0,12.0,32.33,35.88,31.69,15.0,0.0,12.0,242.0,14.0,4.0,0.0,31.25,27.0,1.0
Brazopolis,2012,1.2,18.0,12.0,97.94,71.75,255.14083333333332,5.74,-0.25,3.36,1.31,28.98,30.29,2.0,11.0,6.0,1.0,0.0,32.02,31.27,32.01,14.0,0.0,8.0,218.38,11.0,3.0,1.0,96.31,17.0,0.0
Brazopolis,2013,1.5,11.0,19.0,152.88,189.31,172.1825,5.62,6.99,3.3,5.41,31.88,32.64,14.0,7.0,6.0,0.0,5.0,33.77,32.86,31.71,14.0,0.0,14.0,95.62,8.0,14.0,0.0,143.69,15.0,0.0
Brazopolis,2014,1.079816513761468,12.0,7.0,170.0,131.44,137.595,6.72,8.08,4.54,2.72,33.92,31.18,3.0,5.0,3.0,0.0,4.0,31.08,31.0,30.83,18.0,0.0,15.0,163.88,16.0,3.0,0.0,97.12,31.0,0.0
Brazopolis,2015,1.081730769230769,19.0,6.0,114.88,25.62,168.48333333333332,6.19,6.35,5.54,3.75,30.63,31.79,7.0,0.0,2.0,0.0,3.0,34.23,30.63,29.06,7.0,0.0,1.0,50.31,9.0,11.0,0.0,96.31,12.0,0.0
Brazopolis,2016,1.440178571428572,15.0,14.0,294.38,65.81,129.3216666666667,3.94,2.91,8.27,8.02,32.9,31.96,12.0,8.0,11.0,0.0,9.0,35.12,33.31,30.79,10.0,0.0,19.0,88.38,6.0,21.0,0.0,144.88,26.0,0.0
Brazopolis,2017,0.6336633663366337,23.0,10.0,142.69,203.38,155.69750000000002,9.89,0.21,0.58,3.64,30.82,32.24,12.0,4.0,1.0,0.0,3.0,33.47,31.67,30.36,15.0,0.0,13.0,74.62,9.0,6.0,3.0,116.5,8.0,2.0
Brazopolis,2018,1.56,10.0,28.0,160.56,144.69,139.60083333333333,2.55,5.18,5.06,5.27,30.55,30.75,7.0,4.0,5.0,0.0,1.0,33.68,32.52,30.48,31.0,0.0,4.0,163.19,12.0,8.0,0.0,212.12,13.0,0.0
Brazopolis,2019,1.559426229508197,17.0,10.0,131.38,143.19,109.61,7.01,8.05,2.34,4.35,30.05,31.29,11.0,1.0,1.0,0.0,1.0,30.44,30.43,30.73,31.0,0.0,5.0,410.0,12.0,2.0,0.0,40.28,11.0,0.0
Brazopolis,2020,1.680327868852459,22.0,17.0,195.62,48.56,110.44833333333334,2.11,6.41,1.55,6.22,32.53,30.33,1.0,0.0,7.0,0.0,2.0,31.78,32.32,29.49,15.0,0.0,0.0,22.81,11.0,6.0,0.0,240.25,23.0,1.0
Brazopolis,2021,1.200934579439252,19.0,18.0,73.69,127.62,114.73333333333332,4.15,5.12,4.39,2.37,31.46,30.49,2.0,1.0,13.0,0.0,5.0,34.64,34.04,30.14,15.0,0.0,0.0,147.06,21.0,10.0,0.0,144.12,13.0,0.0
Brazopolis,2022,1.200934579439252,20.0,13.0,125.94,74.56,218.93666666666664,3.21,4.81,-0.22,3.99,31.64,29.7,0.0,7.0,11.0,0.0,3.0,29.74,33.13,31.17,15.0,0.0,1.0,239.62,14.0,0.0,0.0,27.38,26.0,3.0
Bueno_Brandao,2012,1.32,18.0,12.0,97.94,71.75,255.14083333333332,5.66,0.83,1.97,0.04,28.44,29.45,0.0,2.0,2.0,1.0,0.0,31.9,31.98,30.35,14.0,0.0,4.0,218.38,11.0,2.0,2.0,96.31,17.0,1.0
Bueno_Brandao,2013,1.32,11.0,19.0,152.88,189.31,172.1825,6.92,6.93,2.92,5.34,31.87,30.7,3.0,0.0,3.0,0.0,1.0,32.93,30.97,29.58,14.0,0.0,0.0,95.62,8.0,9.0,0.0,143.69,15.0,0.0
Bueno_Brandao,2014,1.08,12.0,7.0,170.0,131.44,137.595,8.67,8.42,3.96,3.2,30.72,31.22,3.0,1.0,1.0,0.0,2.0,30.13,30.25,30.02,18.0,0.0,15.0,163.88,16.0,1.0,0.0,97.12,31.0,0.0
Bueno_Brandao,2015,1.26,19.0,6.0,114.88,25.62,168.48333333333332,8.69,6.34,4.92,6.8,29.99,31.45,3.0,0.0,1.0,0.0,0.0,34.42,30.37,28.74,7.0,0.0,0.0,50.31,9.0,10.0,0.0,96.31,12.0,0.0
Bueno_Brandao,2016,2.1,15.0,14.0,294.38,65.81,129.3216666666667,4.76,6.17,7.42,8.07,31.91,29.93,0.0,0.0,11.0,0.0,3.0,33.65,32.29,28.99,10.0,0.0,5.0,88.38,6.0,7.0,0.0,144.88,26.0,0.0
Bueno_Brandao,2017,1.2,23.0,10.0,142.69,203.38,155.69750000000002,10.53,1.15,1.66,4.21,29.55,32.04,8.0,1.0,1.0,0.0,0.0,32.16,30.82,30.28,15.0,0.0,6.0,74.62,9.0,5.0,2.0,116.5,8.0,1.0
Bueno_Brandao,2018,1.8,10.0,28.0,160.56,144.69,139.60083333333333,3.9,4.28,4.89,7.42,28.89,30.08,1.0,8.0,3.0,0.0,0.0,32.57,31.18,31.83,31.0,0.0,1.0,163.19,12.0,8.0,0.0,212.12,13.0,0.0
Bueno_Brandao,2019,1.56,17.0,10.0,131.38,143.19,109.61,6.45,9.01,3.58,4.49,29.12,31.62,10.0,1.0,3.0,0.0,0.0,30.46,31.92,30.09,31.0,0.0,4.0,410.0,12.0,2.0,0.0,40.28,11.0,0.0
Bueno_Brandao,2020,1.8,22.0,17.0,195.62,48.56,110.44833333333334,2.61,5.77,1.99,6.51,31.68,30.96,6.0,4.0,11.0,0.0,2.0,32.91,32.86,30.7,15.0,0.0,2.0,22.81,11.0,10.0,0.0,240.25,23.0,1.0
Bueno_Brandao,2021,1.2,19.0,18.0,73.69,127.62,114.73333333333332,5.4,5.89,3.08,4.09,32.9,30.42,2.0,3.0,17.0,0.0,5.0,35.44,34.47,30.82,15.0,0.0,3.0,147.06,21.0,10.0,0.0,144.12,13.0,0.0
Bueno_Brandao,2022,1.440196078431373,20.0,13.0,125.94,74.56,218.93666666666664,1.77,0.76,-0.83,4.38,31.16,29.84,0.0,3.0,15.0,0.0,4.0,31.16,34.6,30.64,15.0,0.0,7.0,239.62,14.0,3.0,1.0,27.38,26.0,5.0
Cachoeira_de_Minas,2012,1.559712230215827,15.0,12.0,130.19,81.31,255.14083333333332,6.12,0.0,3.94,3.24,30.38,31.08,5.0,13.0,5.0,0.0,1.0,33.79,31.9,32.99,15.0,0.0,14.0,230.06,11.0,1.0,2.0,113.56,17.0,0.0
Cachoeira_de_Minas,2013,1.559712230215827,11.0,19.0,163.88,219.62,172.1825,6.37,7.46,3.7,2.71,33.64,33.16,21.0,9.0,12.0,0.0,7.0,34.59,33.43,31.72,14.0,0.0,17.0,107.12,8.0,20.0,0.0,161.88,16.0,0.0
Cachoeira_de_Minas,2014,1.08,12.0,7.0,197.62,138.0,137.595,7.31,8.51,4.77,3.59,32.73,32.42,10.0,13.0,4.0,0.0,8.0,32.02,32.04,32.2,18.0,0.0,20.0,181.56,16.0,7.0,0.0,106.38,31.0,0.0
Cachoeira_de_Minas,2015,1.019852941176471,13.0,6.0,119.0,18.69,168.48333333333332,7.03,6.86,5.75,4.8,30.59,32.27,8.0,0.0,6.0,0.0,6.0,35.28,31.23,29.13,7.0,0.0,2.0,64.69,9.0,12.0,0.0,113.62,12.0,0.0
Cachoeira_de_Minas,2016,1.56,15.0,14.0,261.88,61.06,129.3216666666667,4.67,4.16,8.11,8.29,33.42,32.69,13.0,13.0,10.0,0.0,17.0,36.2,34.61,31.27,6.0,0.0,20.0,92.56,6.0,22.0,0.0,180.88,31.0,0.0
Cachoeira_de_Minas,2017,2.275815217391304,23.0,10.0,129.69,206.0,155.69750000000002,10.39,0.73,1.16,3.34,29.99,32.43,8.0,4.0,4.0,0.0,0.0,33.51,31.78,31.02,15.0,0.0,2.0,60.31,9.0,5.0,3.0,135.56,8.0,1.0
Cachoeira_de_Minas,2018,2.2,10.0,16.0,176.06,145.12,139.60083333333333,3.36,6.12,6.16,6.13,29.94,30.97,5.0,5.0,4.0,0.0,0.0,33.3,32.03,31.26,31.0,0.0,3.0,161.56,12.0,10.0,0.0,197.5,13.0,0.0
Cachoeira_de_Minas,2019,1.68,17.0,10.0,129.94,125.19,109.61,7.95,9.08,3.45,4.85,30.21,31.26,11.0,3.0,3.0,0.0,1.0,30.94,31.37,30.92,31.0,0.0,8.0,401.75,12.0,3.0,0.0,43.03,11.0,0.0
Cachoeira_de_Minas,2020,1.859663865546219,22.0,17.0,191.75,42.44,110.44833333333334,3.4,7.06,3.02,6.95,34.09,31.91,6.0,2.0,11.0,0.0,6.0,33.51,32.93,31.61,15.0,0.0,0.0,23.31,11.0,13.0,0.0,220.25,23.0,0.0
Cachoeira_de_Minas,2021,1.560204081632653,19.0,18.0,79.06,124.25,114.73333333333332,5.24,6.09,5.13,3.75,32.66,30.79,4.0,2.0,17.0,0.0,7.0,35.14,34.82,30.89,15.0,0.0,3.0,155.75,21.0,12.0,0.0,104.25,12.0,0.0
Cachoeira_de_Minas,2022,1.5,20.0,13.0,101.94,95.5,218.93666666666664,3.22,5.07,0.49,4.88,32.37,30.27,3.0,11.0,15.0,0.0,6.0,30.37,34.47,31.38,15.0,0.0,6.0,238.56,14.0,2.0,0.0,34.06,26.0,2.0
Caldas,2012,1.32,18.0,12.0,95.25,79.19,255.14083333333332,2.46,-1.35,-1.65,-3.55,28.85,29.16,0.0,2.0,7.0,1.0,0.0,31.65,32.35,30.35,16.0,1.0,2.0,200.0,8.0,3.0,5.0,98.94,15.0,2.0
Caldas,2013,1.8,11.0,19.0,114.88,181.56,172.1825,3.06,4.95,0.35,3.05,30.85,30.33,4.0,0.0,4.0,0.0,1.0,33.35,31.75,29.56,23.0,0.0,2.0,67.44,13.0,10.0,0.0,100.81,16.0,5.0
Caldas,2014,1.32,12.0,7.0,115.19,107.56,137.595,3.76,5.45,-0.25,0.65,32.05,31.26,3.0,0.0,1.0,2.0,2.0,29.75,31.45,29.26,17.0,0.0,11.0,131.0,14.0,0.0,0.0,89.25,16.0,5.0
Caldas,2015,1.5008,18.0,6.0,148.5,87.44,168.48333333333332,6.19,1.55,0.25,3.75,30.01,30.64,2.0,0.0,4.0,0.0,1.0,34.95,30.69,28.35,7.0,0.0,2.0,44.31,8.0,11.0,1.0,84.56,12.0,2.0
Caldas,2016,1.32,15.0,13.0,249.19,170.44,129.3216666666667,1.69,3.55,4.84,3.75,30.47,30.06,1.0,0.0,10.0,0.0,1.0,32.63,35.71,29.51,6.0,0.0,4.0,90.56,6.0,7.0,0.0,167.75,26.0,0.0
Caldas,2017,1.859770114942529,23.0,13.0,87.31,139.94,155.69750000000002,7.55,-1.06,-1.14,-0.12,29.05,30.96,3.0,0.0,7.0,2.0,0.0,31.66,31.64,29.96,15.0,1.0,4.0,106.5,7.0,4.0,3.0,194.38,8.0,4.0
Caldas,2018,1.62,10.0,28.0,179.75,107.81,139.60083333333333,0.79,4.63,2.88,3.09,28.72,30.55,2.0,3.0,1.0,0.0,0.0,32.7,30.45,30.84,31.0,0.0,1.0,133.19,12.0,6.0,0.0,149.06,13.0,0.0
Caldas,2019,1.44,17.0,10.0,130.56,105.62,109.61,8.15,5.29,3.37,1.64,29.6,31.89,6.0,0.0,3.0,3.0,0.0,30.35,31.56,29.86,31.0,0.0,4.0,241.0,19.0,2.0,0.0,36.25,12.0,0.0
Caldas,2020,1.68,22.0,17.0,144.81,49.31,110.44833333333334,-0.87,6.42,0.9,2.94,29.72,31.21,5.0,3.0,10.0,0.0,0.0,32.83,32.81,30.34,15.0,0.0,1.0,24.25,11.0,4.0,0.0,221.81,30.0,1.0
Caldas,2021,1.2,19.0,18.0,31.44,99.44,114.73333333333332,4.82,1.23,1.59,0.13,33.84,31.16,5.0,7.0,17.0,2.0,8.0,35.03,34.8,31.22,30.0,0.0,5.0,129.94,30.0,11.0,1.0,106.94,12.0,2.0
Caldas,2022,1.2,20.0,14.0,99.81,210.0,218.93666666666664,-0.81,1.9,-0.77,4.57,31.67,30.19,3.0,5.0,20.0,0.0,7.0,32.87,35.42,31.31,16.0,0.0,4.0,251.38,16.0,4.0,1.0,36.12,26.0,2.0
Cambuquira,2012,1.145454545454546,18.0,12.0,90.56,82.25,255.14083333333332,8.55,3.33,4.29,2.92,29.81,30.74,6.0,8.0,11.0,0.0,0.0,33.69,32.73,32.88,16.0,0.0,12.0,171.19,9.0,9.0,0.0,90.12,15.0,0.0
